cat,name,ra,dec,size,bri
IC,   5,00h17m24s,-09d33m00s,0.8,1
IC,   6,00h19m00s,-03d16m00s,0.5,1
IC,   8,00h19m06s,-03d13m00s,0.7,1
IC,   9,00h19m42s,-14d07m00s,0.4,1
IC,  10,00h20m24s,+59d18m00s,5.1,2
IC,  12,00h20m18s,-02d39m00s,0.7,1
IC,  13,00h20m24s,+07d42m00s,1.6,1
IC,  16,00h27m54s,-13d05m00s,0.5,1
IC,  18,00h28m36s,-11d34m00s,0.6,1
IC,  19,00h28m42s,-11d38m00s,0.6,1
IC,  20,00h28m30s,-13d00m00s,0.6,1
IC,  21,00h29m12s,-00d10m00s,0.4,1
IC,  22,00h29m36s,-09d03m00s,0.6,1
IC,  25,00h31m12s,-00d24m00s,0.8,1
IC,  29,00h34m12s,-02d11m00s,0.6,1
IC,  30,00h34m18s,-02d05m00s,0.4,1
IC,  31,00h34m24s,+12d17m00s,1.4,1
IC,  32,00h35m00s,-02d08m00s,0.4,1
IC,  33,00h35m06s,-02d08m00s,0.5,1
IC,  34,00h35m36s,+09d08m00s,3.4,1
IC,  35,00h37m42s,+10d21m00s,1.3,1
IC,  37,00h38m30s,-15d23m00s,0.7,1
IC,  38,00h38m36s,-15d26m00s,0.6,1
IC,  40,00h39m30s,+02d26m00s,1.2,1
IC,  42,00h41m06s,-15d26m00s,0.6,1
IC,  43,00h42m24s,+29d38m00s,2.1,2
IC,  44,00h42m12s,+00d51m00s,0.5,1
IC,  49,00h44m00s,+01d51m00s,1.9,2
IC,  50,00h46m12s,-09d30m00s,0.6,1
IC,  51,00h46m24s,-13d26m00s,1.0,1
IC,  52,00h48m24s,+04d06m00s,1.2,1
IC,  55,00h51m42s,+07d43m00s,0.5,1
IC,  56,00h51m30s,-12d51m00s,1.3,2
IC,  57,00h54m48s,+11d50m00s,1.1,1
IC,  58,00h55m06s,-13d41m00s,0.6,1
IC,  59,00h56m42s,+61d04m00s,10.0,2
IC,  60,00h56m06s,-13d23m00s,0.6,1
IC,  61,00h57m06s,+07d31m00s,1.5,1
IC,  62,00h58m42s,+11d49m00s,1.0,1
IC,  63,00h59m30s,+60d49m00s,10.0,2
IC,  64,00h59m24s,+27d03m00s,1.3,1
IC,  65,01h00m54s,+47d41m00s,4.3,1
IC,  66,01h00m30s,+30d48m00s,1.1,1
IC,  75,01h07m12s,+10d51m00s,1.6,1
IC,  76,01h08m12s,-04d32m00s,0.7,1
IC,  79,01h08m48s,-15d57m00s,0.7,2
IC,  83,01h10m30s,+01d41m00s,0.5,1
IC,  89,01h16m06s,+04d18m00s,2.3,2
IC,  90,01h16m30s,-07d58m00s,0.5,1
IC,  92,01h19m54s,+32d46m00s,0.7,1
IC,  93,01h19m00s,-17d04m00s,1.2,1
IC,  98,01h21m00s,-12d37m00s,0.6,1
IC,  99,01h22m30s,-12d57m00s,0.5,1
IC, 101,01h24m06s,+09d56m00s,1.6,1
IC, 102,01h24m24s,+09d54m00s,1.0,1
IC, 103,01h24m36s,+02d02m00s,1.4,1
IC, 107,01h25m12s,+14d53m00s,1.2,1
IC, 108,01h24m42s,-12d38m00s,0.8,1
IC, 109,01h25m12s,+02d04m00s,1.3,1
IC, 112,01h26m00s,+11d27m00s,0.9,1
IC, 114,01h26m18s,+09d56m00s,1.6,1
IC, 115,01h26m54s,+19d13m00s,0.6,1
IC, 119,01h27m54s,-02d03m00s,1.6,2
IC, 121,01h28m24s,+02d31m00s,1.2,1
IC, 123,01h28m48s,+02d27m00s,0.4,1
IC, 125,01h29m18s,-13d18m00s,0.4,1
IC, 127,01h29m48s,-06d59m00s,2.1,2
IC, 128,01h31m18s,-12d38m00s,0.8,1
IC, 129,01h31m36s,-12d41m00s,1.0,1
IC, 138,01h33m00s,-00d42m00s,1.4,1
IC, 141,01h32m48s,-14d49m00s,1.0,1
IC, 144,01h37m42s,-13d19m00s,0.6,1
IC, 145,01h38m42s,+00d44m00s,0.6,1
IC, 146,01h38m42s,-17d50m00s,1.4,2
IC, 147,01h40m00s,-14d52m00s,0.8,1
IC, 149,01h42m24s,-16d18m00s,1.0,1
IC, 150,01h43m00s,+04d12m00s,1.0,1
IC, 154,01h45m18s,+10d39m00s,1.3,1
IC, 156,01h45m30s,+10d33m00s,1.8,1
IC, 159,01h46m30s,-08d39m00s,0.6,1
IC, 160,01h46m24s,-13d15m00s,0.8,1
IC, 162,01h48m54s,+10d31m00s,1.9,1
IC, 163,01h49m18s,+20d42m00s,1.8,1
IC, 166,01h52m30s,+61d50m00s,5.0,2
IC, 167,01h51m06s,+21d55m00s,3.0,2
IC, 171,01h55m12s,+35d17m00s,2.5,1
IC, 172,01h54m54s,+00d49m00s,0.1,2
IC, 173,01h56m00s,+01d17m00s,1.2,2
IC, 174,01h56m18s,+03d46m00s,1.7,1
IC, 175,01h56m18s,+01d20m00s,0.2,2
IC, 176,01h56m54s,-02d01m00s,2.4,1
IC, 182,01h59m48s,+07d25m00s,2.0,1
IC, 183,01h59m36s,-05d22m00s,1.0,1
IC, 184,01h59m54s,-06d50m00s,1.0,1
IC, 185,02h00m06s,-01d31m00s,0.5,1
IC, 189,02h01m54s,+23d33m00s,0.7,1
IC, 190,02h02m06s,+23d32m00s,0.3,1
IC, 192,02h02m30s,+16d01m00s,1.1,1
IC, 194,02h03m06s,+02d36m00s,1.7,1
IC, 195,02h03m42s,+14d42m00s,1.5,1
IC, 197,02h04m06s,+02d47m00s,1.0,1
IC, 198,02h06m06s,+09d17m00s,1.4,2
IC, 199,02h06m18s,+09d13m00s,1.6,1
IC, 202,02h07m30s,+09d10m00s,1.6,1
IC, 205,02h07m24s,-02d06m00s,1.1,1
IC, 208,02h08m24s,+06d23m00s,1.5,1
IC, 209,02h09m00s,-07d04m00s,0.8,1
IC, 211,02h11m06s,+03d52m00s,2.5,2
IC, 214,02h14m00s,+05d11m00s,0.9,1
IC, 215,02h14m12s,-06d47m00s,1.0,1
IC, 218,02h17m06s,+01d18m00s,0.7,1
IC, 221,02h22m42s,+28d16m00s,2.2,1
IC, 222,02h22m42s,+11d38m00s,0.6,1
IC, 223,02h22m00s,-20d45m00s,1.4,2
IC, 224,02h24m42s,-12d34m00s,0.5,1
IC, 225,02h26m30s,+01d09m00s,1.8,1
IC, 226,02h27m42s,+28d11m00s,2.3,1
IC, 227,02h28m00s,+28d10m00s,2.3,1
IC, 228,02h26m42s,-14d31m00s,0.8,1
IC, 231,02h30m00s,+01d10m00s,1.1,1
IC, 232,02h31m12s,+01d15m00s,1.7,1
IC, 235,02h32m48s,+20d39m00s,0.5,1
IC, 237,02h33m30s,+01d08m00s,0.5,1
IC, 238,02h35m18s,+12d49m00s,1.8,1
IC, 239,02h36m30s,+38d58m00s,4.6,2
IC, 241,02h37m54s,+02d20m00s,1.2,1
IC, 242,02h38m30s,-06d55m00s,0.9,1
IC, 243,02h38m30s,-06d55m00s,0.9,1
IC, 244,02h39m24s,+02d43m00s,0.6,1
IC, 245,02h38m54s,-14d18m00s,0.7,1
IC, 247,02h40m06s,-11d44m00s,1.2,1
IC, 248,02h41m24s,+17d48m00s,1.3,1
IC, 249,02h41m06s,-06d56m00s,1.9,2
IC, 250,02h40m54s,-13d19m00s,0.8,1
IC, 251,02h41m12s,-14d58m00s,0.4,1
IC, 253,02h42m06s,-15d03m00s,0.3,1
IC, 254,02h42m06s,-15d05m00s,0.5,1
IC, 255,02h47m06s,+16d16m00s,0.6,1
IC, 256,02h49m48s,+46d59m00s,2.5,1
IC, 258,02h49m48s,+41d03m00s,1.7,1
IC, 260,02h51m06s,+46d57m00s,1.8,1
IC, 262,02h51m42s,+42d50m00s,2.3,1
IC, 266,02h55m00s,+42d14m00s,0.3,1
IC, 267,02h53m48s,+12d50m00s,2.2,2
IC, 268,02h55m24s,-14d06m00s,0.6,1
IC, 269,02h55m24s,-14d04m00s,1.0,1
IC, 270,02h55m42s,-14d12m00s,1.2,1
IC, 271,02h56m00s,-12d00m00s,0.8,1
IC, 272,02h56m06s,-14d11m00s,0.9,1
IC, 273,02h57m06s,+02d47m00s,1.8,1
IC, 276,02h58m42s,-15d41m00s,2.0,1
IC, 277,02h59m48s,+02d46m00s,1.6,2
IC, 278,03h01m30s,+37d47m00s,2.3,1
IC, 283,03h03m54s,-00d12m00s,0.4,1
IC, 284,03h06m12s,+42d23m00s,4.9,1
IC, 285,03h04m06s,-12d01m00s,1.0,1
IC, 289,03h10m18s,+61d19m00s,0.6,2
IC, 290,03h09m42s,+40d59m00s,1.2,1
IC, 291,03h07m24s,-12d37m00s,0.8,1
IC, 292,03h10m18s,+40d46m00s,1.2,2
IC, 293,03h10m54s,+41d07m00s,0.2,1
IC, 296,03h11m06s,+40d37m00s,2.8,1
IC, 302,03h12m48s,+04d42m00s,2.1,2
IC, 304,03h15m00s,+37d54m00s,1.3,1
IC, 305,03h15m06s,+37d51m00s,1.0,1
IC, 307,03h13m48s,-00d13m00s,1.9,1
IC, 309,03h16m06s,+40d48m00s,1.0,2
IC, 310,03h16m42s,+41d20m00s,1.6,2
IC, 311,03h16m48s,+40d01m00s,1.9,1
IC, 312,03h18m06s,+41d45m00s,1.5,2
IC, 313,03h21m00s,+41d54m00s,1.6,2
IC, 314,03h18m48s,-01d58m00s,2.1,1
IC, 317,03h19m00s,-12d45m00s,0.8,1
IC, 318,03h20m48s,-14d34m00s,0.8,1
IC, 321,03h24m30s,-15d00m00s,0.4,1
IC, 324,03h26m30s,-21d21m00s,0.9,2
IC, 326,03h30m42s,-14d26m00s,0.4,1
IC, 327,03h31m06s,-14d43m00s,0.6,1
IC, 328,03h31m12s,-14d40m00s,0.5,1
IC, 330,03h32m12s,+00d21m00s,1.0,1
IC, 334,03h45m12s,+76d38m00s,6.0,2
IC, 335,03h35m30s,-34d27m00s,3.0,2
IC, 340,03h39m30s,-13d07m00s,1.4,1
IC, 342,03h46m48s,+68d06m00s,17.8,2
IC, 343,03h40m06s,-18d27m00s,1.8,2
IC, 345,03h41m12s,-18d19m00s,0.4,1
IC, 346,03h41m42s,-18d16m00s,1.9,2
IC, 347,03h42m30s,-04d17m00s,0.7,1
IC, 348,03h44m30s,+32d17m00s,10.0,3
IC, 350,03h44m42s,-11d49m00s,0.8,1
IC, 351,03h47m30s,+35d03m00s,0.1,2
IC, 353,03h55m00s,+25d29m00s,180.0,2
IC, 356,04h07m48s,+69d49m00s,5.2,2
IC, 357,04h03m48s,+22d09m00s,1.3,1
IC, 358,04h03m42s,+19d53m00s,1.4,1
IC, 359,04h19m00s,+28d12m00s,15.0,2
IC, 360,04h13m00s,+25d38m00s,180.0,2
IC, 361,04h19m00s,+58d18m00s,6.0,2
IC, 362,04h16m42s,-12d13m00s,0.3,1
IC, 365,04h19m12s,+03d20m00s,0.6,1
IC, 367,04h20m36s,-14d47m00s,0.3,1
IC, 368,04h22m42s,-12d37m00s,0.8,1
IC, 369,04h23m30s,-11d47m00s,0.5,1
IC, 370,04h24m06s,-09d23m00s,1.2,1
IC, 373,04h30m42s,-04d52m00s,1.0,1
IC, 376,04h31m06s,-12d27m00s,0.8,1
IC, 379,04h31m54s,-07d15m00s,0.9,1
IC, 380,04h31m42s,-12d56m00s,0.6,1
IC, 381,04h44m24s,+75d39m00s,3.4,1
IC, 382,04h37m54s,-09d31m00s,2.0,1
IC, 387,04h41m42s,-07d05m00s,1.5,2
IC, 388,04h42m00s,-07d18m00s,0.4,1
IC, 389,04h42m00s,-07d18m00s,0.4,1
IC, 390,04h42m06s,-07d13m00s,0.7,1
IC, 391,04h57m24s,+78d11m00s,1.7,1
IC, 392,04h46m24s,+03d30m00s,1.5,1
IC, 393,04h47m54s,-15d32m00s,0.3,1
IC, 396,04h58m00s,+68d19m00s,3.0,1
IC, 398,04h58m12s,-07d47m00s,1.5,2
IC, 405,05h16m12s,+34d16m00s,30.0,2
IC, 409,05h19m36s,+03d18m00s,0.6,1
IC, 410,05h22m36s,+33d31m00s,40.0,2
IC, 411,05h20m18s,-25d20m00s,0.5,1
IC, 412,05h21m54s,+03d29m00s,1.6,1
IC, 413,05h22m00s,+03d29m00s,1.2,1
IC, 414,05h21m54s,+03d20m00s,0.4,1
IC, 416,05h23m54s,-17d16m00s,1.7,2
IC, 417,05h28m06s,+34d26m00s,13.0,2
IC, 418,05h27m30s,-12d42m00s,0.2,2
IC, 423,05h33m24s,-00d37m00s,6.0,2
IC, 426,05h36m48s,-00d15m00s,5.0,2
IC, 430,05h38m30s,-07d05m00s,11.0,2
IC, 431,05h40m18s,-01d27m00s,5.0,2
IC, 432,05h40m54s,-01d29m00s,8.0,2
IC, 433,05h40m30s,-11d38m00s,0.4,1
IC, 434,05h41m00s,-02d24m00s,60.0,2
IC, 435,05h43m00s,-02d19m00s,5.0,2
IC, 438,05h53m00s,-17d53m00s,3.2,2
IC, 440,06h18m54s,+80d04m00s,2.1,1
IC, 441,06h02m42s,-12d30m00s,1.1,1
IC, 442,06h36m30s,+82d58m00s,1.4,1
IC, 443,06h16m54s,+22d47m00s,50.0,2
IC, 444,06h20m24s,+23d16m00s,8.0,2
IC, 445,06h37m18s,+67d51m00s,1.2,1
IC, 446,06h31m00s,+10d27m00s,5.0,2
IC, 448,06h32m42s,+07d19m00s,15.0,2
IC, 449,06h45m42s,+71d21m00s,2.0,2
IC, 450,06h52m12s,+74d26m00s,1.3,2
IC, 451,06h52m54s,+74d29m00s,1.6,2
IC, 455,07h35m00s,+85d33m00s,1.2,1
IC, 456,07h00m18s,-30d10m00s,2.3,2
IC, 457,07h09m24s,+50d09m00s,0.3,1
IC, 458,07h10m30s,+50d06m00s,1.0,1
IC, 460,07h10m42s,+50d13m00s,0.4,1
IC, 461,07h10m42s,+50d05m00s,0.6,1
IC, 464,07h11m00s,+50d09m00s,0.6,1
IC, 465,07h11m30s,+50d15m00s,0.8,1
IC, 466,07h08m36s,-04d19m00s,1.0,2
IC, 467,07h30m00s,+79d52m00s,3.5,2
IC, 468,07h17m30s,-13d09m00s,20.0,2
IC, 469,07h56m00s,+85d10m00s,2.3,2
IC, 471,07h43m36s,+49d39m00s,0.8,1
IC, 472,07h43m48s,+49d36m00s,1.9,1
IC, 475,07h47m12s,+30d31m00s,0.5,1
IC, 481,07h59m00s,+24d09m00s,1.1,1
IC, 482,07h59m48s,+25d21m00s,0.6,1
IC, 485,08h00m18s,+26d42m00s,1.4,1
IC, 486,08h00m18s,+26d37m00s,1.0,1
IC, 492,08h05m42s,+26d10m00s,1.3,2
IC, 494,08h06m24s,+01d02m00s,1.4,1
IC, 496,08h09m42s,+25d52m00s,0.3,1
IC, 497,08h10m06s,+24d53m00s,0.5,1
IC, 498,08h09m24s,+05d16m00s,1.4,1
IC, 499,08h46m00s,+85d43m00s,1.9,1
IC, 500,08h12m36s,-16d03m00s,0.7,1
IC, 502,08h22m00s,+08d45m00s,0.4,1
IC, 503,08h22m12s,+03d15m00s,1.1,1
IC, 504,08h22m36s,+04d15m00s,1.1,1
IC, 505,08h23m18s,+04d22m00s,1.4,1
IC, 506,08h23m24s,+04d18m00s,0.4,1
IC, 509,08h32m00s,+24d00m00s,1.9,2
IC, 510,08h32m06s,-02d10m00s,1.1,1
IC, 511,08h40m48s,+73d29m00s,1.7,2
IC, 512,09h04m00s,+85d30m00s,3.6,2
IC, 513,08h33m00s,-12d21m00s,0.6,1
IC, 515,08h35m30s,-01d54m00s,1.2,1
IC, 520,08h53m42s,+73d29m00s,2.3,1
IC, 522,08h54m30s,+57d10m00s,1.0,1
IC, 523,08h53m12s,+09d09m00s,1.4,1
IC, 525,09h01m18s,-01d52m00s,1.0,1
IC, 526,09h02m36s,+10d50m00s,0.7,1
IC, 527,09h09m36s,+37d35m00s,1.9,1
IC, 528,09h09m24s,+15d48m00s,1.7,1
IC, 529,09h18m30s,+73d46m00s,3.7,1
IC, 530,09h15m18s,+11d53m00s,2.1,1
IC, 531,09h17m54s,-00d17m00s,1.8,1
IC, 534,09h21m12s,+03d09m00s,1.9,1
IC, 536,09h24m36s,+25d07m00s,1.2,1
IC, 537,09h25m24s,-12d23m00s,1.0,1
IC, 538,09h27m24s,+23d01m00s,0.5,2
IC, 539,09h29m06s,-02d33m00s,1.2,1
IC, 540,09h30m12s,+07d54m00s,1.4,1
IC, 542,09h31m12s,-13d10m00s,1.0,1
IC, 543,09h30m54s,-14d44m00s,1.2,1
IC, 544,09h35m54s,+24d54m00s,0.7,1
IC, 545,09h36m06s,+24d57m00s,0.4,1
IC, 546,09h34m54s,-16d23m00s,0.6,1
IC, 547,09h36m12s,-12d25m00s,1.2,1
IC, 550,09h40m30s,-06d56m00s,0.6,1
IC, 551,09h40m54s,+06d56m00s,0.9,1
IC, 552,09h41m18s,+10d38m00s,1.1,1
IC, 555,09h41m54s,+12d17m00s,1.3,1
IC, 556,09h43m42s,+11d04m00s,0.9,1
IC, 557,09h44m06s,+10d59m00s,0.5,1
IC, 558,09h45m00s,+29d27m00s,0.9,1
IC, 559,09h44m42s,+09d37m00s,0.8,1
IC, 560,09h45m54s,-00d16m00s,1.5,1
IC, 561,09h46m00s,+03d08m00s,0.4,1
IC, 562,09h46m06s,-03d58m00s,1.5,2
IC, 563,09h46m18s,+03d03m00s,1.1,2
IC, 564,09h46m24s,+03d04m00s,1.9,2
IC, 565,09h47m48s,+15d51m00s,1.7,1
IC, 568,09h51m06s,+15d44m00s,1.5,1
IC, 569,09h51m30s,+10d55m00s,0.2,1
IC, 571,09h52m30s,+15d46m00s,0.3,1
IC, 572,09h52m30s,+15d50m00s,0.4,1
IC, 573,09h53m36s,-12d31m00s,1.2,1
IC, 574,09h54m24s,-06d58m00s,0.5,1
IC, 577,09h56m06s,+10d30m00s,0.7,1
IC, 578,09h56m18s,+10d29m00s,1.3,1
IC, 580,09h58m00s,+10d27m00s,0.6,1
IC, 581,09h58m12s,+15d56m00s,1.1,1
IC, 582,09h59m00s,+17d49m00s,1.1,1
IC, 583,09h59m06s,+17d50m00s,1.0,1
IC, 584,09h59m06s,+10d22m00s,0.3,1
IC, 585,09h59m42s,+13d02m00s,0.2,1
IC, 586,09h59m54s,-06d55m00s,0.4,1
IC, 588,10h02m12s,+03d03m00s,1.1,1
IC, 590,10h05m54s,+00d38m00s,1.1,1
IC, 591,10h07m30s,+12d16m00s,1.4,1
IC, 592,10h07m54s,-02d30m00s,1.0,1
IC, 593,10h08m18s,-02d32m00s,0.8,1
IC, 594,10h08m36s,-00d40m00s,1.1,1
IC, 596,10h10m36s,+10d02m00s,0.8,1
IC, 599,10h13m18s,-05d38m00s,1.0,1
IC, 600,10h17m12s,-03d30m00s,2.3,2
IC, 601,10h18m12s,+07d02m00s,0.6,1
IC, 602,10h18m18s,+07d03m00s,1.1,2
IC, 603,10h19m24s,-05d39m00s,0.4,1
IC, 605,10h22m24s,+01d12m00s,0.7,1
IC, 606,10h23m30s,+10d58m00s,0.4,1
IC, 607,10h24m12s,+16d45m00s,1.5,1
IC, 608,10h24m18s,-06d02m00s,0.7,1
IC, 609,10h25m30s,-02d13m00s,1.6,1
IC, 610,10h26m30s,+20d14m00s,2.1,2
IC, 612,10h27m06s,+11d03m00s,0.3,1
IC, 613,10h27m06s,+11d01m00s,0.3,1
IC, 614,10h26m54s,-03d27m00s,0.7,1
IC, 615,10h27m18s,+11d05m00s,1.4,1
IC, 616,10h32m48s,+15d52m00s,1.1,1
IC, 617,10h32m48s,-12d38m00s,0.1,1
IC, 622,10h34m36s,+11d11m00s,2.9,1
IC, 623,10h35m24s,+03d33m00s,1.1,1
IC, 624,10h36m18s,-08d21m00s,3.3,2
IC, 627,10h37m18s,-03d22m00s,0.4,1
IC, 628,10h37m36s,+05d35m00s,1.0,1
IC, 629,10h37m00s,-27d34m00s,3.0,2
IC, 632,10h39m12s,-00d25m00s,1.0,1
IC, 633,10h39m24s,-00d24m00s,0.6,1
IC, 634,10h40m54s,+05d59m00s,1.3,1
IC, 635,10h41m42s,+15d39m00s,1.3,1
IC, 636,10h41m54s,+04d20m00s,1.1,1
IC, 639,10h45m54s,+16d56m00s,0.7,1
IC, 642,10h48m06s,+18d11m00s,1.6,1
IC, 648,10h51m00s,+12d17m00s,0.8,1
IC, 649,10h50m54s,+01d11m00s,0.6,1
IC, 651,10h51m00s,-02d08m00s,0.8,2
IC, 653,10h52m12s,-00d33m00s,2.3,1
IC, 655,10h54m24s,-00d22m00s,1.0,2
IC, 658,10h58m18s,+08d15m00s,0.3,1
IC, 664,11h00m42s,+10d33m00s,1.0,1
IC, 668,11h06m36s,+15d02m00s,0.6,1
IC, 669,11h07m18s,+06d18m00s,1.6,1
IC, 670,11h07m24s,+06d43m00s,1.3,1
IC, 671,11h07m36s,+00d47m00s,1.6,1
IC, 672,11h08m00s,-12d29m00s,0.5,1
IC, 674,11h11m06s,+43d38m00s,1.8,1
IC, 676,11h12m42s,+09d04m00s,2.2,1
IC, 677,11h13m54s,+12d19m00s,1.6,1
IC, 678,11h14m06s,+06d35m00s,0.2,1
IC, 680,11h18m00s,-01d56m00s,0.6,1
IC, 687,11h24m18s,+47d51m00s,0.7,1
IC, 691,11h26m42s,+59d09m00s,0.7,1
IC, 692,11h25m54s,+09d59m00s,0.8,1
IC, 693,11h26m48s,-05d00m00s,0.6,1
IC, 694,11h28m30s,+58d34m00s,1.2,2
IC, 696,11h28m36s,+09d05m00s,1.0,1
IC, 698,11h29m00s,+09d06m00s,1.0,1
IC, 699,11h29m06s,+08d59m00s,1.3,1
IC, 700,11h29m18s,+20d33m00s,0.8,1
IC, 701,11h30m48s,+20d28m00s,0.7,2
IC, 705,11h32m54s,+50d14m00s,0.3,1
IC, 706,11h33m06s,-13d22m00s,1.2,1
IC, 707,11h33m36s,+21d22m00s,0.6,1
IC, 708,11h33m54s,+49d03m00s,1.7,1
IC, 712,11h34m48s,+49d04m00s,1.6,2
IC, 716,11h39m06s,-00d13m00s,1.7,1
IC, 718,11h39m54s,+08d52m00s,1.2,1
IC, 719,11h40m18s,+09d00m00s,1.7,1
IC, 720,11h42m18s,+08d46m00s,1.0,1
IC, 721,11h42m30s,-08d22m00s,1.1,1
IC, 727,11h44m30s,+10d46m00s,1.6,1
IC, 728,11h44m54s,-01d36m00s,1.3,1
IC, 730,11h45m36s,+03d13m00s,0.6,1
IC, 732,11h46m00s,+20d26m00s,0.4,1
IC, 734,11h46m12s,-08d17m00s,0.8,1
IC, 736,11h48m24s,+12d43m00s,0.4,1
IC, 737,11h48m30s,+12d43m00s,0.6,1
IC, 740,11h50m36s,+55d21m00s,2.7,1
IC, 741,11h50m30s,-04d49m00s,0.5,1
IC, 742,11h51m00s,+20d48m00s,1.3,1
IC, 745,11h54m18s,+00d08m00s,0.7,1
IC, 746,11h55m36s,+25d53m00s,1.3,1
IC, 748,11h57m30s,+07d28m00s,0.3,1
IC, 749,11h58m36s,+42d44m00s,2.5,1
IC, 750,11h58m54s,+42d43m00s,2.9,2
IC, 751,11h58m54s,+42d34m00s,1.5,2
IC, 753,11h59m12s,-00d30m00s,0.6,1
IC, 754,11h59m24s,-01d38m00s,0.9,1
IC, 755,12h01m12s,+14d06m00s,2.7,2
IC, 756,12h03m00s,+04d50m00s,2.1,1
IC, 758,12h04m12s,+62d30m00s,2.0,1
IC, 760,12h05m54s,-29d18m00s,1.6,2
IC, 761,12h06m00s,-12d40m00s,0.6,1
IC, 762,12h08m06s,+25d45m00s,0.6,1
IC, 763,12h08m12s,+25d49m00s,0.8,1
IC, 764,12h10m12s,-29d44m00s,4.8,2
IC, 766,12h10m54s,-12d40m00s,1.2,1
IC, 767,12h11m06s,+12d05m00s,0.6,1
IC, 768,12h11m54s,+12d08m00s,1.6,1
IC, 769,12h12m30s,+12d07m00s,2.5,1
IC, 773,12h18m06s,+06d08m00s,1.8,2
IC, 775,12h18m54s,+12d55m00s,1.4,1
IC, 776,12h19m00s,+08d51m00s,2.1,1
IC, 777,12h19m24s,+28d18m00s,1.3,1
IC, 780,12h19m54s,+25d46m00s,1.3,1
IC, 781,12h20m06s,+14d58m00s,1.0,2
IC, 782,12h21m36s,+05d45m00s,0.6,1
IC, 783,12h21m36s,+15d45m00s,1.5,1
IC, 785,12h23m00s,-13d14m00s,0.8,1
IC, 786,12h23m12s,-13d13m00s,1.0,1
IC, 787,12h25m30s,+16d06m00s,1.0,1
IC, 790,12h26m30s,+09d01m00s,0.5,1
IC, 791,12h27m00s,+22d38m00s,1.2,1
IC, 792,12h27m06s,+16d20m00s,1.8,1
IC, 794,12h28m06s,+12d06m00s,1.7,2
IC, 796,12h29m24s,+16d24m00s,1.4,1
IC, 797,12h31m54s,+15d07m00s,1.2,1
IC, 800,12h33m54s,+15d21m00s,1.7,2
IC, 801,12h33m48s,+52d15m00s,1.2,1
IC, 802,12h35m48s,+74d15m00s,1.0,2
IC, 803,12h39m36s,+16d36m00s,0.7,1
IC, 806,12h42m12s,-17d20m00s,0.6,1
IC, 807,12h42m18s,-17d22m00s,0.3,1
IC, 809,12h42m06s,+11d45m00s,1.1,1
IC, 810,12h42m06s,+12d36m00s,1.7,1
IC, 813,12h45m12s,+23d03m00s,1.1,1
IC, 815,12h46m24s,+11d53m00s,0.4,1
IC, 816,12h46m42s,+09d51m00s,1.0,1
IC, 817,12h46m54s,+09d52m00s,0.3,1
IC, 818,12h46m36s,+29d44m00s,1.3,2
IC, 821,12h47m24s,+29d48m00s,1.4,2
IC, 822,12h47m48s,+30d05m00s,0.4,1
IC, 824,12h49m42s,-04d34m00s,0.5,1
IC, 826,12h51m18s,+31d04m00s,0.6,1
IC, 827,12h52m00s,+16d17m00s,1.0,1
IC, 829,12h52m24s,-15d31m00s,0.4,1
IC, 830,12h51m12s,+53d41m00s,0.8,1
IC, 835,12h56m54s,+26d29m00s,0.6,2
IC, 836,12h56m00s,+63d37m00s,1.4,1
IC, 840,12h58m42s,+10d37m00s,1.0,1
IC, 844,13h03m18s,-30d31m00s,1.3,2
IC, 848,13h07m00s,+16d02m00s,0.8,1
IC, 849,13h07m36s,-00d56m00s,1.2,1
IC, 850,13h07m48s,-00d51m00s,0.8,2
IC, 851,13h08m30s,+21d02m00s,1.0,1
IC, 852,13h07m36s,+60d09m00s,1.1,1
IC, 853,13h08m36s,+52d46m00s,1.3,2
IC, 854,13h09m48s,+24d35m00s,0.6,1
IC, 858,13h14m54s,+17d13m00s,1.7,1
IC, 860,13h15m06s,+24d36m00s,0.5,1
IC, 861,13h15m06s,+34d19m00s,1.1,1
IC, 862,13h16m12s,+20d02m00s,0.3,1
IC, 863,13h17m12s,-17d16m00s,2.4,2
IC, 864,13h17m12s,+20d42m00s,1.1,1
IC, 866,13h17m12s,+20d42m00s,1.1,1
IC, 867,13h17m12s,+20d39m00s,1.5,1
IC, 871,13h17m54s,+04d24m00s,2.1,1
IC, 874,13h19m00s,-27d38m00s,1.2,2
IC, 875,13h17m06s,+57d32m00s,1.9,1
IC, 876,13h18m30s,+04d29m00s,0.6,1
IC, 879,13h19m42s,-27d26m00s,1.3,2
IC, 881,13h20m00s,+15d51m00s,1.7,1
IC, 883,13h20m36s,+34d08m00s,1.7,2
IC, 885,13h22m36s,+21d19m00s,0.8,1
IC, 891,13h30m00s,+00d18m00s,0.3,1
IC, 892,13h31m48s,-02d43m00s,1.3,1
IC, 893,13h31m48s,-02d36m00s,1.2,1
IC, 894,13h32m06s,+17d03m00s,1.0,1
IC, 896,13h34m06s,+04d52m00s,1.0,1
IC, 897,13h33m54s,+17d43m00s,1.0,1
IC, 899,13h34m54s,-08d05m00s,0.3,1
IC, 900,13h34m42s,+09d21m00s,1.7,2
IC, 901,13h35m42s,+13d20m00s,1.3,1
IC, 902,13h36m00s,+49d58m00s,2.2,1
IC, 903,13h38m24s,-00d14m00s,0.3,2
IC, 904,13h38m36s,+00d32m00s,1.1,1
