cat,name,ra,dec,size,bri
NGC,1,00h07m18s,+27d43m00s,1.9,1
NGC,10,00h08m36s,-33d52m00s,2.7,2
NGC,100,00h24m00s,+16d29m00s,5.8,2
NGC,1003,02h39m18s,+40d52m00s,5.4,2
NGC,1012,02h39m18s,+30d09m00s,2.9,1
NGC,1015,02h38m06s,-01d19m00s,3.5,2
NGC,1016,02h38m18s,+02d08m00s,2.8,1
NGC,1019,02h38m24s,+01d55m00s,1.2,1
NGC,1022,02h38m30s,-06d40m00s,2.5,2
NGC,1023,02h40m24s,+39d04m00s,8.7,2
NGC,1024,02h39m12s,+10d51m00s,4.7,1
NGC,1025,02h36m18s,-54d52m00s,1.2,2
NGC,1027,02h42m42s,+61d33m00s,20.0,3
NGC,103,00h25m18s,+61d21m00s,5.0,2
NGC,1031,02h36m36s,-54d52m00s,2.2,2
NGC,1032,02h39m24s,+01d06m00s,3.6,1
NGC,1035,02h39m30s,-08d08m00s,2.2,1
NGC,1036,02h40m30s,+19d18m00s,2.0,1
NGC,1039,02h42m00s,+42d47m00s,35.0,3
NGC,104,00h24m06s,-72d05m00s,30.9,3
NGC,1042,02h40m24s,-08d26m00s,4.7,2
NGC,1044,02h41m06s,+08d44m00s,0.6,1
NGC,1047,02h40m30s,-08d09m00s,1.5,1
NGC,1048,02h40m36s,-08d33m00s,1.3,1
NGC,105,00h25m18s,+12d53m00s,1.2,1
NGC,1051,02h41m06s,-06d56m00s,1.9,2
NGC,1052,02h41m06s,-08d15m00s,2.9,2
NGC,1055,02h41m48s,+00d26m00s,7.6,2
NGC,1058,02h43m30s,+37d21m00s,3.0,2
NGC,1063,02h42m12s,-05d34m00s,1.6,2
NGC,1067,02h43m48s,+32d31m00s,1.3,1
NGC,1068,02h42m42s,-00d01m00s,6.9,3
NGC,1072,02h43m30s,+00d18m00s,1.7,1
NGC,1073,02h43m42s,+01d23m00s,4.9,2
NGC,1079,02h43m42s,-29d00m00s,3.1,2
NGC,1080,02h45m12s,-04d43m00s,1.4,2
NGC,1084,02h46m00s,-07d35m00s,2.9,2
NGC,1085,02h46m24s,+03d37m00s,1.7,1
NGC,1087,02h46m24s,-00d30m00s,3.5,2
NGC,1090,02h46m36s,-00d15m00s,3.8,2
NGC,1094,02h47m30s,-00d17m00s,1.4,1
NGC,1096,02h43m48s,-59d55m00s,2.3,2
NGC,1097,02h46m18s,-30d17m00s,9.3,2
NGC,1104,02h48m36s,-00d16m00s,1.3,1
NGC,1110,02h49m18s,-07d51m00s,2.7,2
NGC,1134,02h53m36s,+13d00m00s,2.5,1
NGC,1135,02h50m48s,-54d56m00s,0.8,2
NGC,1136,02h50m54s,-55d04m00s,1.7,2
NGC,1140,02h54m36s,-10d02m00s,1.4,1
NGC,1143,02h55m06s,-00d10m00s,1.1,1
NGC,1144,02h55m12s,-00d11m00s,0.9,1
NGC,1156,02h59m42s,+25d14m00s,3.1,2
NGC,1160,03h01m12s,+44d58m00s,1.6,1
NGC,1161,03h01m12s,+44d55m00s,3.1,1
NGC,1163,03h00m18s,-17d09m00s,3.4,2
NGC,1165,02h58m42s,-32d07m00s,3.1,2
NGC,1167,03h01m42s,+35d12m00s,3.1,1
NGC,1169,03h03m36s,+46d23m00s,4.4,2
NGC,1171,03h04m00s,+43d24m00s,3.2,1
NGC,1172,03h01m36s,-14d50m00s,2.2,2
NGC,1175,03h04m30s,+42d20m00s,2.5,1
NGC,1179,03h02m36s,-18d54m00s,4.6,2
NGC,1184,03h16m36s,+80d48m00s,3.0,1
NGC,1186,03h05m30s,+42d50m00s,3.3,1
NGC,1187,03h02m36s,-22d52m00s,5.0,2
NGC,1193,03h05m48s,+44d23m00s,2.0,1
NGC,1199,03h03m36s,-15d37m00s,2.2,2
NGC,12,00h08m42s,+04d37m00s,1.9,1
NGC,120,00h27m30s,-01d31m00s,1.8,1
NGC,1201,03h04m06s,-26d04m00s,4.4,2
NGC,1209,03h06m00s,-15d37m00s,2.6,2
NGC,121,00h26m48s,-71d32m00s,1.5,2
NGC,1218,03h08m24s,+04d07m00s,1.3,1
NGC,1220,03h11m42s,+53d20m00s,2.0,2
NGC,1222,03h08m54s,-02d58m00s,1.3,1
NGC,1224,03h11m18s,+41d22m00s,1.7,1
NGC,1229,03h08m12s,-22d58m00s,1.9,1
NGC,1232,03h09m48s,-20d35m00s,7.8,2
NGC,1233,03h12m30s,+39d19m00s,2.1,1
NGC,124,00h27m54s,-01d49m00s,1.6,1
NGC,1241,03h11m18s,-08d55m00s,3.0,1
NGC,1242,03h11m18s,-08d54m00s,1.3,1
NGC,1243,03h11m24s,-08d57m00s,0.4,1
NGC,1244,03h06m30s,-66d47m00s,2.0,2
NGC,1245,03h14m42s,+47d15m00s,10.0,3
NGC,1246,03h07m00s,-66d56m00s,1.5,2
NGC,1247,03h12m12s,-10d29m00s,3.6,1
NGC,1248,03h12m48s,-05d13m00s,1.3,1
NGC,1249,03h10m06s,-53d21m00s,5.2,2
NGC,125,00h28m48s,+02d50m00s,2.0,1
NGC,1250,03h15m24s,+41d21m00s,2.7,1
NGC,1253,03h14m06s,-02d49m00s,4.8,2
NGC,1255,03h13m30s,-25d44m00s,4.1,2
NGC,126,00h29m06s,+02d49m00s,1.4,1
NGC,1260,03h17m30s,+41d24m00s,1.7,1
NGC,1261,03h12m18s,-55d13m00s,6.9,3
NGC,1265,03h18m18s,+41d52m00s,2.1,1
NGC,1267,03h18m42s,+41d28m00s,1.4,1
NGC,1268,03h18m48s,+41d29m00s,1.2,1
NGC,127,00h29m12s,+02d52m00s,1.0,1
NGC,1270,03h19m00s,+41d28m00s,1.1,1
NGC,1272,03h19m18s,+41d29m00s,2.5,1
NGC,1273,03h19m24s,+41d32m00s,1.4,1
NGC,1274,03h19m42s,+41d33m00s,0.6,1
NGC,1275,03h19m48s,+41d31m00s,2.6,2
NGC,1277,03h19m48s,+41d34m00s,0.8,1
NGC,1278,03h19m54s,+41d33m00s,1.7,1
NGC,128,00h29m12s,+02d51m00s,3.4,2
NGC,1281,03h20m06s,+41d38m00s,0.7,1
NGC,1282,03h20m12s,+41d22m00s,1.7,1
NGC,1283,03h20m18s,+41d24m00s,1.3,1
NGC,1288,03h17m12s,-32d35m00s,2.3,1
NGC,129,00h29m54s,+60d14m00s,21.0,3
NGC,1291,03h17m18s,-41d08m00s,10.5,3
NGC,1292,03h18m12s,-27d37m00s,3.2,1
NGC,1293,03h21m36s,+41d24m00s,1.1,1
NGC,1294,03h21m42s,+41d22m00s,1.8,1
NGC,1297,03h19m12s,-19d06m00s,2.3,1
NGC,1298,03h20m12s,-02d06m00s,1.5,1
NGC,13,00h08m48s,+33d26m00s,2.7,1
NGC,130,00h29m18s,+02d52m00s,0.9,1
NGC,1300,03h19m42s,-19d25m00s,6.5,2
NGC,1302,03h19m54s,-26d04m00s,4.4,2
NGC,1305,03h21m24s,-02d19m00s,1.9,1
NGC,1306,03h21m00s,-25d31m00s,1.4,2
NGC,1309,03h22m06s,-15d24m00s,2.3,2
NGC,131,00h29m36s,-33d16m00s,2.1,2
NGC,1310,03h21m00s,-37d08m00s,2.3,2
NGC,1313,03h18m18s,-66d30m00s,8.5,2
NGC,1315,03h23m06s,-21d23m00s,1.8,1
NGC,1316,03h22m42s,-37d12m00s,7.1,3
NGC,1317,03h22m48s,-37d06m00s,3.2,2
NGC,1319,03h23m54s,-21d32m00s,1.3,1
NGC,132,00h30m12s,+02d06m00s,2.0,1
NGC,1320,03h24m48s,-03d01m00s,1.9,1
NGC,1325,03h24m24s,-21d33m00s,4.6,2
NGC,1326,03h23m54s,-36d28m00s,4.0,2
NGC,133,00h31m12s,+63d22m00s,7.0,2
NGC,1331,03h26m30s,-21d21m00s,1.1,1
NGC,1332,03h26m18s,-21d20m00s,4.6,2
NGC,1333,03h29m18s,+31d25m00s,9.0,2
NGC,1337,03h28m06s,-08d23m00s,6.8,2
NGC,1339,03h28m06s,-32d17m00s,2.3,1
NGC,134,00h30m24s,-33d15m00s,8.1,2
NGC,1341,03h28m00s,-37d09m00s,1.6,1
NGC,1342,03h31m36s,+37d20m00s,14.0,3
NGC,1343,03h37m48s,+72d34m00s,2.8,1
NGC,1344,03h28m18s,-31d04m00s,3.9,2
NGC,1345,03h29m24s,-17d48m00s,1.4,1
NGC,1350,03h31m06s,-33d38m00s,4.3,2
NGC,1351,03h30m30s,-34d52m00s,1.8,1
NGC,1353,03h32m06s,-20d49m00s,3.4,2
NGC,1355,03h33m24s,-05d00m00s,1.8,1
NGC,1357,03h33m12s,-13d40m00s,2.4,1
NGC,1358,03h33m42s,-05d05m00s,2.8,1
NGC,1359,03h33m48s,-19d29m00s,1.9,1
NGC,136,00h31m30s,+61d32m00s,1.0,2
NGC,1360,03h33m18s,-25d51m00s,6.5,2
NGC,1365,03h33m36s,-36d08m00s,9.8,2
NGC,1366,03h33m54s,-31d12m00s,2.7,1
NGC,1371,03h35m00s,-24d56m00s,5.4,2
NGC,1374,03h35m18s,-35d14m00s,1.8,2
NGC,1375,03h35m12s,-35d16m00s,1.9,2
NGC,1376,03h37m06s,-05d03m00s,2.0,1
NGC,1379,03h36m06s,-35d27m00s,2.0,2
NGC,1380,03h36m30s,-34d59m00s,4.9,2
NGC,1381,03h36m36s,-35d18m00s,2.9,2
NGC,1382,03h37m06s,-35d12m00s,2.1,2
NGC,1385,03h37m30s,-24d30m00s,3.0,2
NGC,1386,03h36m54s,-36d00m00s,3.5,2
NGC,1387,03h37m00s,-35d31m00s,2.4,2
NGC,1389,03h37m12s,-35d45m00s,2.1,1
NGC,1393,03h38m36s,-18d26m00s,1.8,1
NGC,1394,03h39m06s,-18d17m00s,1.5,1
NGC,1395,03h38m30s,-23d02m00s,3.2,2
NGC,1398,03h38m54s,-26d20m00s,6.6,2
NGC,1399,03h38m30s,-35d27m00s,3.2,2
NGC,14,00h08m48s,+15d49m00s,3.0,2
NGC,1400,03h39m30s,-18d41m00s,1.9,2
NGC,1401,03h39m24s,-22d44m00s,2.8,1
NGC,1404,03h38m54s,-35d35m00s,2.5,2
NGC,1406,03h39m24s,-31d19m00s,3.9,1
NGC,1407,03h40m12s,-18d35m00s,2.5,2
NGC,1409,03h41m12s,-01d17m00s,1.3,1
NGC,1411,03h38m48s,-44d05m00s,2.8,2
NGC,1415,03h41m00s,-22d34m00s,3.6,2
NGC,1416,03h41m00s,-22d43m00s,1.5,1
NGC,1417,03h42m00s,-04d42m00s,2.8,2
NGC,1418,03h42m18s,-04d44m00s,1.5,1
NGC,1421,03h42m30s,-13d29m00s,3.6,2
NGC,1422,03h41m30s,-21d41m00s,2.1,1
NGC,1424,03h43m12s,-04d44m00s,2.1,1
NGC,1425,03h42m12s,-29d54m00s,5.4,2
NGC,1426,03h42m48s,-22d07m00s,2.1,2
NGC,1427,03h42m18s,-35d25m00s,2.8,2
NGC,1428,03h42m24s,-35d10m00s,1.8,2
NGC,1432,03h45m48s,+24d22m00s,30.0,2
NGC,1433,03h42m00s,-47d13m00s,6.8,2
NGC,1435,03h46m06s,+23d47m00s,30.0,2
NGC,1437,03h43m36s,-35d52m00s,2.9,2
NGC,1438,03h45m24s,-23d01m00s,2.6,2
NGC,1439,03h44m48s,-21d55m00s,2.3,2
NGC,1440,03h45m00s,-18d16m00s,2.3,1
NGC,1441,03h45m42s,-04d06m00s,1.5,1
NGC,1444,03h49m24s,+52d40m00s,4.0,3
NGC,1446,03h46m00s,-04d04m00s,0.4,1
NGC,1448,03h44m30s,-44d39m00s,8.1,2
NGC,1449,03h46m00s,-04d08m00s,1.1,1
NGC,145,00h31m42s,-05d09m00s,1.8,1
NGC,1451,03h46m06s,-04d04m00s,0.7,1
NGC,1452,03h45m24s,-18d38m00s,1.7,1
NGC,1453,03h46m24s,-03d58m00s,2.1,2
NGC,1455,03h45m24s,-18d38m00s,2.6,2
NGC,146,00h33m06s,+63d18m00s,7.0,2
NGC,1461,03h48m30s,-16d24m00s,3.3,2
NGC,1466,03h44m30s,-71d41m00s,2.3,2
NGC,1469,04h00m30s,+68d35m00s,2.3,1
NGC,147,00h33m12s,+48d30m00s,12.9,2
NGC,1476,03h52m06s,-44d32m00s,1.7,2
NGC,148,00h34m18s,-31d47m00s,2.4,1
NGC,1482,03h54m42s,-20d30m00s,1.5,1
NGC,1485,04h05m06s,+71d00m00s,2.4,1
NGC,1487,03h55m48s,-42d22m00s,2.0,2
NGC,1491,04h03m24s,+51d19m00s,3.0,2
NGC,1493,03h57m30s,-46d12m00s,2.6,2
NGC,1494,03h57m42s,-48d54m00s,2.6,2
NGC,1495,03h58m24s,-44d28m00s,2.9,2
NGC,1496,04h04m24s,+52d37m00s,6.0,2
NGC,1499,04h00m42s,+36d37m00s,145.0,2
NGC,150,00h34m18s,-27d48m00s,4.2,2
NGC,1501,04h07m00s,+60d55m00s,0.9,1
NGC,1502,04h07m42s,+62d20m00s,8.0,3
NGC,1507,04h04m30s,-02d11m00s,3.4,1
NGC,151,00h34m00s,-09d42m00s,3.7,2
NGC,1510,04h03m30s,-43d25m00s,1.0,1
NGC,1511,03h59m30s,-67d38m00s,3.3,2
NGC,1512,04h03m54s,-43d21m00s,4.0,2
NGC,1513,04h10m00s,+49d31m00s,9.0,3
NGC,1514,04h09m12s,+30d47m00s,1.9,2
NGC,1515,04h04m06s,-54d06m00s,5.4,2
NGC,1518,04h06m48s,-21d11m00s,3.0,2
NGC,1519,04h08m06s,-17d12m00s,2.0,1
NGC,1521,04h08m18s,-21d03m00s,2.9,2
NGC,1527,04h08m24s,-47d53m00s,3.4,2
NGC,1528,04h15m24s,+51d14m00s,24.0,3
NGC,1530,04h23m24s,+75d18m00s,4.9,2
NGC,1531,04h12m00s,-32d51m00s,1.3,1
NGC,1532,04h12m06s,-32d52m00s,5.6,2
NGC,1533,04h09m54s,-56d07m00s,2.9,2
NGC,1535,04h14m12s,-12d44m00s,0.7,2
NGC,1536,04h11m00s,-56d29m00s,2.0,1
NGC,1540,04h15m12s,-28d29m00s,1.2,2
NGC,1543,04h12m48s,-57d44m00s,3.9,2
NGC,1545,04h20m54s,+50d15m00s,18.0,3
NGC,1546,04h14m36s,-56d04m00s,3.2,2
NGC,1549,04h15m42s,-55d36m00s,3.7,2
NGC,1553,04h16m12s,-55d47m00s,4.1,2
NGC,1559,04h17m36s,-62d47m00s,3.3,2
NGC,1560,04h32m48s,+71d53m00s,9.8,2
NGC,1566,04h20m00s,-54d56m00s,7.6,2
NGC,1567,04h21m06s,-48d15m00s,1.2,2
NGC,1569,04h30m48s,+64d51m00s,2.9,2
NGC,157,00h34m48s,-08d24m00s,4.3,2
NGC,1573,04h35m00s,+73d15m00s,2.2,1
NGC,1574,04h22m00s,-56d58m00s,2.0,2
NGC,1579,04h30m12s,+35d16m00s,12.0,2
NGC,1582,04h32m00s,+43d51m00s,37.0,3
NGC,1587,04h30m42s,+00d40m00s,2.0,1
NGC,1588,04h30m48s,+00d39m00s,1.8,1
NGC,1589,04h30m48s,+00d51m00s,3.1,1
NGC,1590,04h31m12s,+07d37m00s,1.3,1
NGC,1595,04h28m24s,-47d49m00s,1.5,2
NGC,1596,04h27m36s,-55d02m00s,3.9,2
NGC,1598,04h28m36s,-47d47m00s,1.6,2
NGC,1599,04h31m36s,-04d35m00s,1.1,1
NGC,16,00h09m06s,+27d44m00s,2.1,2
NGC,160,00h36m06s,+23d57m00s,3.2,1
NGC,1600,04h31m42s,-05d05m00s,2.5,2
NGC,1601,04h31m48s,-05d06m00s,1.0,1
NGC,1605,04h35m00s,+45d15m00s,5.0,2
NGC,1614,04h34m00s,-08d35m00s,1.3,1
NGC,1615,04h36m00s,+19d57m00s,1.6,1
NGC,1617,04h31m42s,-54d36m00s,4.7,2
NGC,1618,04h36m06s,-03d09m00s,2.8,1
NGC,1620,04h36m36s,-00d09m00s,3.0,1
NGC,1622,04h36m36s,-03d11m00s,3.9,1
NGC,1624,04h40m24s,+50d27m00s,5.0,2
NGC,1625,04h37m06s,-03d18m00s,2.7,1
NGC,163,00h36m00s,-10d07m00s,1.4,1
NGC,1635,04h40m06s,-00d33m00s,1.7,1
NGC,1637,04h41m30s,-02d51m00s,3.3,2
NGC,1638,04h41m36s,-01d49m00s,2.5,1
NGC,1640,04h42m12s,-20d26m00s,2.8,2
NGC,1642,04h42m54s,+00d37m00s,2.0,1
NGC,1647,04h46m00s,+19d04m00s,45.0,3
NGC,165,00h36m30s,-10d06m00s,1.6,1
NGC,1653,04h45m48s,-02d25m00s,2.0,1
NGC,1654,04h45m48s,-02d06m00s,1.0,1
NGC,1659,04h46m30s,-04d47m00s,1.7,1
NGC,1662,04h48m30s,+10d56m00s,20.0,3
NGC,1664,04h51m06s,+43d42m00s,18.0,3
NGC,1666,04h48m30s,-06d34m00s,1.3,1
NGC,1667,04h48m36s,-06d19m00s,1.5,1
NGC,1672,04h45m42s,-59d15m00s,4.8,2
NGC,1679,04h50m00s,-31d59m00s,3.2,2
NGC,1680,04h48m36s,-47d49m00s,1.3,2
NGC,1688,04h48m24s,-59d48m00s,2.4,2
NGC,169,00h36m54s,+23d59m00s,3.0,1
NGC,1690,04h54m18s,+01d38m00s,1.3,1
NGC,1692,04h55m24s,-20d34m00s,1.3,2
NGC,1699,04h57m00s,-04d45m00s,1.1,1
NGC,1700,04h56m54s,-04d52m00s,2.9,2
NGC,1703,04h52m48s,-59d45m00s,3.2,2
NGC,1705,04h54m12s,-53d22m00s,1.8,1
NGC,1706,04h52m30s,-62d59m00s,1.4,2
NGC,172,00h37m18s,-22d36m00s,2.6,2
NGC,1720,04h59m18s,-07d52m00s,1.8,1
NGC,1723,04h59m24s,-10d59m00s,3.7,2
NGC,1726,04h59m42s,-07d45m00s,1.4,1
NGC,173,00h37m12s,+01d56m00s,3.5,1
NGC,1730,04h59m36s,-15d50m00s,3.0,1
NGC,1741,05h01m36s,-04d16m00s,1.7,1
NGC,1744,05h00m00s,-26d01m00s,6.8,2
NGC,1746,05h03m36s,+23d49m00s,42.0,3
NGC,175,00h37m24s,-19d56m00s,2.6,1
NGC,1752,05h02m06s,-08d14m00s,2.6,1
NGC,1755,04h55m00s,-68d11m00s,2.0,2
NGC,1763,04h56m48s,-66d24m00s,25.0,2
NGC,1778,05h08m06s,+37d03m00s,7.0,3
NGC,1779,05h05m18s,-09d09m00s,2.6,1
NGC,178,00h39m06s,-14d10m00s,2.0,1
NGC,1784,05h05m24s,-11d52m00s,4.2,2
NGC,1786,04h59m06s,-67d45m00s,1.2,2
NGC,1788,05h06m54s,-03d21m00s,8.0,2
NGC,1792,05h05m12s,-37d59m00s,4.0,2
NGC,1796,05h02m42s,-61d08m00s,2.0,1
NGC,180,00h38m00s,+08d38m00s,2.6,1
NGC,1800,05h06m24s,-31d57m00s,1.6,1
NGC,1803,05h05m24s,-49d34m00s,1.1,2
NGC,1807,05h10m42s,+16d32m00s,17.0,3
NGC,1808,05h07m42s,-37d31m00s,7.2,2
NGC,1817,05h12m06s,+16d42m00s,16.0,3
NGC,1818,05h04m12s,-66d24m00s,3.0,2
NGC,182,00h38m12s,+02d44m00s,2.3,1
NGC,1827,05h10m06s,-36d58m00s,3.4,2
NGC,1832,05h12m06s,-15d41m00s,2.8,2
NGC,1835,05h05m12s,-69d24m00s,1.2,2
NGC,1843,05h14m06s,-10d38m00s,1.8,2
NGC,185,00h39m00s,+48d20m00s,11.5,2
NGC,1850,05h08m30s,-68d46m00s,3.0,2
NGC,1851,05h14m06s,-40d03m00s,11.0,3
NGC,1853,05h12m18s,-57d24m00s,2.0,2
NGC,1857,05h20m12s,+39d21m00s,6.0,3
NGC,1866,05h13m30s,-65d28m00s,5.0,2
NGC,1879,05h19m48s,-32d09m00s,2.2,1
NGC,188,00h44m00s,+85d20m00s,14.0,3
NGC,1883,05h25m54s,+46d33m00s,3.0,2
NGC,1886,05h21m48s,-23d49m00s,2.6,2
NGC,1888,05h22m30s,-11d30m00s,3.0,2
NGC,1889,05h22m30s,-11d29m00s,0.8,1
NGC,189,00h39m36s,+61d04m00s,4.0,3
NGC,1893,05h22m42s,+33d24m00s,11.0,3
NGC,190,00h38m54s,+07d02m00s,1.0,1
NGC,1904,05h24m30s,-24d33m00s,8.7,3
NGC,1907,05h28m00s,+35d19m00s,7.0,3
NGC,191,00h39m00s,-09d00m00s,1.5,2
NGC,1910,05h18m06s,-69d13m00s,1.0,2
NGC,1912,05h28m42s,+35d50m00s,21.0,3
NGC,192,00h39m18s,+00d51m00s,2.3,1
NGC,193,00h39m18s,+03d20m00s,1.7,1
NGC,1931,05h31m24s,+34d15m00s,3.0,2
NGC,194,00h39m18s,+03d02m00s,1.9,1
NGC,1947,05h26m48s,-63d46m00s,3.0,2
NGC,195,00h39m36s,-09d12m00s,1.3,2
NGC,1952,05h34m30s,+22d01m00s,6.0,3
NGC,1954,05h32m48s,-14d04m00s,4.1,1
NGC,1960,05h36m06s,+34d08m00s,12.0,3
NGC,1961,05h42m06s,+69d23m00s,4.3,2
NGC,1963,05h33m18s,-36d25m00s,3.5,2
NGC,1964,05h33m24s,-21d57m00s,6.2,2
NGC,1966,05h26m48s,-68d49m00s,13.0,2
NGC,1973,05h35m06s,-04d44m00s,5.0,2
NGC,1975,05h35m24s,-04d41m00s,10.0,2
NGC,1976,05h35m24s,-05d27m00s,66.0,3
NGC,1977,05h35m30s,-04d52m00s,20.0,2
NGC,1978,05h28m36s,-66d14m00s,2.7,2
NGC,198,00h39m24s,+02d48m00s,1.3,1
NGC,1980,05h35m24s,-05d54m00s,14.0,2
NGC,1981,05h35m12s,-04d26m00s,25.0,3
NGC,1982,05h35m36s,-05d16m00s,20.0,2
NGC,1989,05h34m24s,-30d48m00s,1.8,2
NGC,1990,05h36m12s,-01d12m00s,50.0,2
NGC,1999,05h36m30s,-06d42m00s,16.0,2
NGC,2,00h07m18s,+27d41m00s,1.4,1
NGC,20,00h09m30s,+33d19m00s,2.0,1
NGC,200,00h39m36s,+02d53m00s,2.0,1
NGC,201,00h39m42s,+00d51m00s,2.2,1
NGC,2012,05h22m36s,-79d51m00s,1.5,2
NGC,2018,05h30m36s,-71d04m00s,25.0,2
NGC,2022,05h42m06s,+09d05m00s,0.3,2
NGC,2023,05h41m36s,-02d14m00s,10.0,2
NGC,2024,05h41m54s,-01d51m00s,30.0,2
NGC,2048,05h35m12s,-69d46m00s,18.0,2
NGC,205,00h40m24s,+41d41m00s,17.4,3
NGC,2064,05h46m18s,+00d00m00s,12.0,2
NGC,2067,05h46m30s,+00d06m00s,8.0,2
NGC,2068,05h46m42s,+00d03m00s,8.0,3
NGC,2070,05h38m36s,-69d05m00s,40.0,3
NGC,2071,05h47m12s,+00d18m00s,4.0,2
NGC,2077,05h39m36s,-69d40m00s,15.0,2
NGC,2082,05h41m48s,-64d18m00s,1.6,1
NGC,2087,05h44m18s,-55d32m00s,1.1,2
NGC,2090,05h47m00s,-34d14m00s,4.5,2
NGC,2099,05h52m24s,+32d33m00s,24.0,3
NGC,21,00h10m42s,+32d59m00s,1.4,1
NGC,210,00h40m36s,-13d52m00s,5.4,2
NGC,2100,05h42m00s,-69d14m00s,2.0,2
NGC,2101,05h46m24s,-52d05m00s,1.9,2
NGC,2104,05h47m06s,-51d33m00s,2.0,2
NGC,2112,05h53m54s,+00d24m00s,11.0,2
NGC,2115,05h51m18s,-50d35m00s,1.2,2
NGC,2121,05h48m00s,-71d28m00s,1.8,2
NGC,2126,06h03m00s,+49d54m00s,6.0,2
NGC,2129,06h01m00s,+23d18m00s,7.0,3
NGC,2139,06h01m06s,-23d40m00s,2.2,2
NGC,214,00h41m30s,+25d30m00s,2.1,1
NGC,2141,06h03m06s,+10d26m00s,10.0,2
NGC,2144,05h41m00s,-82d07m00s,1.6,2
NGC,2146,06h18m42s,+78d21m00s,6.0,2
NGC,2149,06h03m30s,-09d44m00s,3.0,2
NGC,215,00h40m48s,-56d13m00s,1.2,2
NGC,2152,06h00m54s,-50d44m00s,1.3,2
NGC,2158,06h07m30s,+24d06m00s,5.0,3
NGC,216,00h41m24s,-21d03m00s,1.8,1
NGC,2168,06h08m54s,+24d20m00s,28.0,3
NGC,2169,06h08m24s,+13d57m00s,7.0,3
NGC,217,00h41m30s,-10d02m00s,3.3,2
NGC,2170,06h07m30s,-06d24m00s,2.0,2
NGC,2174,06h09m42s,+20d30m00s,40.0,2
NGC,2175,06h09m48s,+20d19m00s,18.0,3
NGC,2178,06h02m48s,-63d46m00s,1.0,2
NGC,2179,06h08m00s,-21d45m00s,1.5,1
NGC,2182,06h09m30s,-06d20m00s,3.0,2
NGC,2183,06h10m48s,-06d13m00s,1.0,2
NGC,2185,06h11m06s,-06d13m00s,3.0,2
NGC,2186,06h12m12s,+05d27m00s,4.0,3
NGC,2188,06h10m06s,-34d06m00s,3.7,2
NGC,2191,06h08m24s,-52d31m00s,1.9,2
NGC,2192,06h15m12s,+39d51m00s,6.0,2
NGC,2194,06h13m48s,+12d48m00s,10.0,3
NGC,2196,06h12m12s,-21d48m00s,2.8,2
NGC,2204,06h15m42s,-18d39m00s,13.0,3
NGC,2205,06h10m36s,-62d32m00s,1.4,2
NGC,2206,06h16m00s,-26d46m00s,2.3,1
NGC,2207,06h16m24s,-21d22m00s,4.3,2
NGC,221,00h42m42s,+40d52m00s,7.6,3
NGC,2210,06h11m30s,-69d08m00s,1.7,2
NGC,2215,06h21m00s,-07d17m00s,11.0,3
NGC,2217,06h21m42s,-27d14m00s,4.8,2
NGC,2221,06h20m12s,-57d35m00s,1.5,2
NGC,2222,06h20m18s,-57d32m00s,1.1,2
NGC,2223,06h24m36s,-22d50m00s,3.3,2
NGC,2227,06h25m54s,-21d59m00s,2.3,1
NGC,2232,06h26m36s,-04d45m00s,30.0,3
NGC,2236,06h29m42s,+06d50m00s,7.0,3
NGC,2239,06h31m00s,+04d57m00s,16.0,2
NGC,224,00h42m42s,+41d16m00s,178.0,3
NGC,2243,06h29m48s,-31d17m00s,5.0,2
NGC,2244,06h32m24s,+04d52m00s,24.0,3
NGC,2245,06h32m42s,+10d10m00s,5.0,2
NGC,2247,06h33m12s,+10d20m00s,4.0,2
NGC,225,00h43m24s,+61d47m00s,12.0,3
NGC,2250,06h32m48s,-05d02m00s,8.0,2
NGC,2251,06h34m42s,+08d22m00s,10.0,3
NGC,2252,06h35m00s,+05d23m00s,20.0,3
NGC,2254,06h36m00s,+07d40m00s,4.0,2
NGC,2256,06h47m12s,+74d14m00s,2.6,1
NGC,2257,06h30m24s,-64d19m00s,3.4,1
NGC,2258,06h47m48s,+74d29m00s,2.6,1
NGC,2259,06h38m36s,+10d53m00s,5.0,2
NGC,2261,06h39m12s,+08d44m00s,2.0,2
NGC,2262,06h38m24s,+01d11m00s,4.0,2
NGC,2264,06h41m06s,+09d53m00s,60.0,3
NGC,2266,06h43m12s,+26d58m00s,7.0,2
NGC,2268,07h14m00s,+84d23m00s,3.4,2
NGC,2269,06h43m54s,+04d34m00s,4.0,2
NGC,227,00h42m36s,-01d32m00s,2.1,1
NGC,2272,06h42m42s,-27d27m00s,2.1,2
NGC,2273,06h50m06s,+60d51m00s,3.5,2
NGC,2276,07h27m00s,+85d45m00s,2.6,2
NGC,2280,06h44m48s,-27d38m00s,5.6,2
NGC,2281,06h49m18s,+41d04m00s,15.0,3
NGC,2282,06h46m54s,+01d19m00s,3.0,2
NGC,2286,06h47m36s,-03d10m00s,15.0,3
NGC,2287,06h47m00s,-20d44m00s,38.0,3
NGC,2290,06h51m00s,+33d26m00s,1.5,1
NGC,2291,06h51m00s,+33d32m00s,1.3,1
NGC,2294,06h51m12s,+33d32m00s,1.1,1
NGC,2297,06h44m24s,-63d43m00s,1.6,2
NGC,2298,06h49m00s,-36d00m00s,6.8,2
NGC,23,00h09m54s,+25d55m00s,2.3,2
